symbol,company,last.sale.price,market.cap,country,ipo.year,industry
KFY,Korn Ferry Common Stock,77,4189896634,United States,1999,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,5.63,7056642000,Canada,NA,
KIM,Kimco Realty Corporation Common Stock,24.25,14948380407,United States,NA,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,25.7,NA,United States,NA,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,25.95,NA,United States,NA,
KIND,Nextdoor Holdings Inc. Class A Common Stock,8.39,3213014591,United States,NA,EDP Services
KIO,KKR Income Opportunities Fund Common Shares,16.27,330936925,,2013,Investment Managers
KKR,KKR & Co. Inc. Common Stock,74.5,43583187486,United States,NA,Investment Managers
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,93.66,NA,United States,NA,
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,25.95,0,,2021,
KL,Kirkland Lake Gold Ltd. Common Shares,40.58,10700814927,,NA,
KLR,Kaleyra Inc. Common Stock,9.16,381814182,United States,2018,Internet and Information Services
KMB,Kimberly-Clark Corporation Common Stock,141.07,47500627973,United States,NA,Paper
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,7.17,338405803,,2010,Investment Managers
KMI,Kinder Morgan Inc. Common Stock,15.83,35848342289,United States,2011,Natural Gas Distribution
KMPR,Kemper Corporation,58.29,3710341764,United States,NA,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,36.53,3055552800,United States,NA,Industrial Machinery/Components
KMX,CarMax Inc,127.54,20645145059,United States,NA,Other Specialty Stores
KN,Knowles Corporation Common Stock,23.24,2146108746,,2014,Consumer Electronics/Appliances
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,13.11,440266129,United Kingdom,2013,Marine Transportation
KNX,Knight-Swift Transportation Holdings Inc.,61.65,10231258236,United States,2017,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,58.95,254629822912,United States,NA,Beverages (Production/Distribution)
KODK,Eastman Kodak Company Common New,4.6,361800120,United States,NA,Business Services
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),54.05,11354998365,Mexico,1993,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,31.59,673066491,United States,2006,Industrial Specialties
KORE,KORE Group Holdings Inc. Common Stock,7.21,519043805,,NA,
KOS,Kosmos Energy Ltd. Common Shares (DE),3.55,1604206170,Bermuda,2011,Oil & Gas Production
KR,Kroger Company (The) Common Stock,44.71,32873276266,United States,NA,Food Chains
KRA,Kraton Corporation Common Stock,46.31,1488780178,United States,2009,Major Chemicals
KRC,Kilroy Realty Corporation Common Stock,67.14,7819237397,United States,1997,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,21.33,1297362482,United States,2017,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,25.64,NA,United States,NA,
KRG,Kite Realty Group Trust Common Stock,21.59,4728471908,United States,2004,Real Estate Investment Trusts
KRO,Kronos Worldwide Inc Common Stock,15.01,1734404254,United States,NA,Major Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,13.7,823125565,United States,2017,Oil & Gas Production
KSM,DWS Strategic Municipal Income Trust,12.08,135343607,United States,1989,Trusts Except Educational Religious and Charitable
KSS,Kohl's Corporation Common Stock,50.08,6969035795,United States,1992,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,13.37,6305509824,South Korea,NA,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock,51.62,2958727956,,2019,
KTF,DWS Municipal Income Trust,11.77,464926028,United States,1988,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,32.32,0,United States,NA,Investment Managers
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),32.46,0,United States,NA,
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,4.7,138963598,,2021,Other Consumer Services
KW,Kennedy-Wilson Holdings Inc. Common Stock,23.87,3324714857,United States,NA,Real Estate
KWAC,Kingswood Acquisition Corp. Class A Common Stock,10.11,146382690,,2021,
KWR,Quaker Houghton Common Stock,230.23,4119846130,United States,NA,Automotive Aftermarket
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,7.74,978704068,United States,2004,Finance/Investors Services
L,Loews Corporation Common Stock,58.17,14756822246,United States,NA,Property-Casualty Insurers
LAC,Lithium Americas Corp. Common Shares,28.96,3480992000,Canada,NA,
LAD,Lithia Motors Inc. Common Stock,291.75,8834061922,United States,NA,Other Specialty Stores
LADR,Ladder Capital Corp Class A Common Stock,12.1,1518078923,,2014,Real Estate Investment Trusts
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,0.5706,28471735,,2018,Service to the Health Industry
LAW,CS Disco Inc. Common Stock,35.6,2051442595,United States,2021,Computer Software: Prepackaged Software
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,44.52,4579947853,Bermuda,2005,Investment Managers
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,9.91,1843433009,United States,2018,Oilfield Services/Equipment
LC,LendingClub Corporation Common Stock,24.18,2414925586,United States,2014,Finance Companies
LCI,Lannett Co Inc Common Stock,1.69,73184017,United States,NA,Biotechnology: Pharmaceutical Preparations
LCII,LCI Industries,154.67,3908900204,United States,NA,Auto Parts:O.E.M.
LCW,Learn CW Investment Corporation Class A Ordinary Shares,9.83,282612500,,2021,
LDI,loanDepot Inc. Class A Common Stock,4.52,1397093725,,2021,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,88.36,12400385496,United States,NA,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,26.595,770402019,United States,2012,Finance Companies
LEA,Lear Corporation Common Stock,182,10850214102,United States,NA,Auto Parts:O.E.M.
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,10.01,457729492,United States,2020,Business Services
LEG,Leggett & Platt Incorporated Common Stock,40.71,5429785731,United States,NA,Home Furnishings
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,0.76,103985177,,2014,Real Estate
LEN,Lennar Corporation Class A Common Stock,116.1,35929851059,United States,NA,Building operators
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,8.38,521874657,United States,1987,Trusts Except Educational Religious and Charitable
LEV,The Lion Electric Company Common Shares,9.3,1762048792,Canada,2021,
LEVI,Levi Strauss & Co Class A Common Stock,25.03,10062901233,United States,2019,Industrial Specialties
LFC,China Life Insurance Company Limited American Depositary Shares,8.32,47032469120,China,2003,Life Insurance
LFG,Archaea Energy Inc. Class A Common Stock,17.23,1000669966,United States,2020,
LFT,Lument Finance Trust Inc. Common Stock,3.97,99043096,United States,2013,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,25.98,NA,United States,NA,
LGI,Lazard Global Total Return and Income Fund Common Stock,20.09,261364089,United States,2004,
LGV,Longview Acquisition Corp. II Class A Common Stock,9.83,847837500,,2021,
LH,Laboratory Corporation of America Holdings Common Stock,308.67,29539719000,United States,NA,Medical Specialities
LHC,Leo Holdings Corp. II Class A Ordinary Shares,9.74,456562500,,2021,Business Services
LHX,L3Harris Technologies Inc. Common Stock,212.37,41672402852,United States,NA,Industrial Machinery/Components
LICY,Li-Cycle Holdings Corp. Common Shares,9.5,1550205773,,2021,
LII,Lennox International Inc. Common Stock,326.46,11947347256,United States,1999,Industrial Machinery/Components
LIN,Linde plc Ordinary Share,345.4,177036404087,,2018,Major Chemicals
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,0.9,100598018,China,2013,Catalog/Specialty Distribution
LL,Lumber Liquidators Holdings Inc Common Stock,17.84,518933274,United States,2007,RETAIL: Building Materials
LLY,Eli Lilly and Company Common Stock,278.42,266334454059,United States,NA,Biotechnology: Pharmaceutical Preparations
LMND,Lemonade Inc. Common Stock,39.64,2443551234,United States,2020,Property-Casualty Insurers
LMT,Lockheed Martin Corporation Common Stock,354.27,97702862099,United States,NA,Aerospace
LNC,Lincoln National Corporation Common Stock,68.84,12439986013,United States,NA,Life Insurance
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),4.94,490008090,Brazil,NA,Farming/Seeds/Milling
LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares,10.01,215840625,United States,2021,Business Services
LNN,Lindsay Corporation Common Stock,153.42,1679520651,United States,NA,Industrial Machinery/Components
LOCC,Live Oak Crestview Climate Acquisition Corp. Class A Common Stock,9.75,251062500,,2021,
LOCL,Local Bounti Corporation Common Stock,6.37,550016892,,2021,Farming/Seeds/Milling
LOKM,Live Oak Mobility Acquisition Corp. Class A Common Stock,9.77,308976250,,2021,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,6.56,772043901,Argentina,2017,Building Materials
LOW,Lowe's Companies Inc. Common Stock,257.57,173537063471,United States,NA,RETAIL: Building Materials
LPG,Dorian LPG Ltd. Common Stock,12.82,514599492,,2014,Marine Transportation
LPI,Laredo Petroleum Inc. Common Stock,64.45,1100203393,United States,2011,Oil & Gas Production
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,10.07,7206408198,South Korea,2004,Industrial Machinery/Components
LPX,Louisiana-Pacific Corporation Common Stock,78.71,6925626941,United States,NA,
LRN,Stride Inc. Common Stock,32.9,1407025713,United States,NA,Other Consumer Services
LSI,Life Storage Inc. Common Stock,150.7,12360590620,United States,NA,Real Estate Investment Trusts
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,40.25,5961883653,,NA,
LTC,LTC Properties Inc. Common Stock,33.99,1338323756,United States,NA,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,17.8,3436467110,,2021,Hotels/Resorts
LTHM,Livent Corporation Common Stock,24.84,4013523397,United States,2018,Industrial Specialties
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,5.19,12779342813,China,2020,Finance: Consumer Services
LUB,Luby's Inc. Common Stock,2.92,90576160,United States,NA,Restaurants
LUMN,Lumen Technologies Inc. Common Stock,12.64,12942022258,United States,NA,Telecommunications Equipment
LUV,Southwest Airlines Company Common Stock,42.16,24955343279,United States,NA,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,37.19,28412778877,United States,2004,Hotels/Resorts
LW,Lamb Weston Holdings Inc. Common Stock,62.66,9152646007,,2016,Specialty Foods
LXP,LXP Industrial Trust Common Stock (Maryland REIT),15.72,4445890031,United States,NA,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,59.75,NA,United States,NA,
LXU,LSB Industries Inc. Common Stock,11.22,996610610,United States,NA,Industrial Specialties
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),92.67,30839088090,Netherlands,NA,Industrial Specialties
LYG,Lloyds Banking Group Plc American Depositary Shares,2.53,44915610935,United Kingdom,NA,Commercial Banks
LYV,Live Nation Entertainment Inc. Common Stock,119.83,26921007441,United States,NA,Movies/Entertainment
LZB,La-Z-Boy Incorporated Common Stock,36.18,1588513942,United States,NA,Home Furnishings
M,Macy's Inc Common Stock,26.98,8074288844,United States,NA,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,361.29,354988161240,United States,2006,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,228.31,26287230524,United States,1994,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,62.9201,NA,United States,NA,
MAC,Macerich Company (The) Common Stock,17.26,3677030012,United States,1994,Real Estate Investment Trusts
MACC,Mission Advancement Corp. Class A Common Stock,9.72,419175000,,2021,
MAIN,Main Street Capital Corporation Common Stock,44.76,3114543629,United States,2007,Finance/Investors Services
MAN,ManpowerGroup Common Stock,98.44,5339375067,United States,NA,Professional Services
MANU,Manchester United Ltd. Class A Ordinary Shares,14.23,2319529317,United Kingdom,2012,Movies/Entertainment
MAS,Masco Corporation Common Stock,70.23,17142264633,United States,NA,Building Products
MATX,Matson Inc. Common Stock,89.29,3753034333,United States,NA,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,11.51,275255193,United States,NA,Finance Companies
MAX,MediaAlpha Inc. Class A Common Stock,14.75,581185843,,2020,Industrial Machinery/Components
MAXR,Maxar Technologies Inc.,28.75,2089045093,,NA,Telecommunications Equipment
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock,9.91,495500000,,2021,
MBI,MBIA Inc. Common Stock,13.06,710545677,United States,1987,Property-Casualty Insurers
MBSC,M3-Brigade Acquisition III Corp. Class A Common Stock,9.83,368625000,,2021,
MBT,Mobile TeleSystems Public Joint Stock Company American Depositary Shares (Each representing 2 Shares of Common Stock),7.96,6873288772,Russia,NA,Telecommunications Equipment
MC,Moelis & Company Class A Common Stock,63.38,4171023096,,2014,Investment Bankers/Brokers/Service
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,15.7,540169757,United States,1992,Trusts Except Educational Religious and Charitable
MCB,Metropolitan Bank Holding Corp. Common Stock,104,1106995968,,2017,Major Banks
MCD,McDonald's Corporation Common Stock,268.49,200627924695,United States,NA,Restaurants
MCG,Membership Collective Group Inc. Class A Common Stock,12.45,759820139,,2021,Hotels/Resorts
MCI,Barings Corporate Investors Common Stock,15.83,320743012,United States,NA,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,248.46,37935410964,United States,NA,Other Pharmaceuticals
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,7.84,164309881,United States,2004,
MCO,Moody's Corporation Common Stock,398.06,73999354000,United States,NA,Advertising
MCR,MFS Charter Income Trust Common Stock,8.66,384518540,United States,1989,Trusts Except Educational Religious and Charitable
MCS,Marcus Corporation (The) Common Stock,18.01,565866330,United States,NA,Movies/Entertainment
MCW,Mister Car Wash Inc. Common Stock,18.47,5491892463,,2021,
MCY,Mercury General Corporation Common Stock,52.75,2920809067,United States,NA,Property-Casualty Insurers
MD,Mednax Inc. Common Stock,27.41,2369662066,United States,NA,Medical Specialities
MDC,M.D.C. Holdings Inc. Common Stock,55.19,3900795424,United States,NA,Homebuilding
MDH,MDH Acquisition Corp. Class A Common Stock,9.8,338100000,,2004,
MDT,Medtronic plc. Ordinary Shares,103.95,139766781647,United States,NA,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),30.74,6251001748,United States,NA,
MDVA,Modiv Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,26.3,0,,2021,Real Estate Investment Trusts
MEC,Mayville Engineering Company Inc. Common Stock,14.23,290814511,,2019,Metal Fabrications
MED,MEDIFAST INC Common Stock,213.23,2476929363,United States,NA,Other Consumer Services
MEG,Montrose Environmental Group Inc. Common Stock,71.61,2111879154,United States,2020,
MEGI,MainStay CBRE Global Infrastructure Megatrends Fund Common Shares,19.08,0,,2021,
MEI,Methode Electronics Inc. Common Stock,49.67,1851146511,United States,NA,Electrical Products
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,26.99,NA,United States,NA,
MET,MetLife Inc. Common Stock,62.68,52723920897,United States,2000,Life Insurance
MET^A,MetLife Inc. Preferred Series A Floating Rate,25.39,NA,United States,NA,
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,26.53,NA,United States,NA,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,26.68,NA,United States,NA,
MFA,MFA Financial Inc.,4.65,2050309606,United States,NA,Real Estate Investment Trusts
MFA^B,MFA Financial Inc. Preferred Series B,25.079,NA,United States,NA,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,23.6,NA,United States,NA,
MFC,Manulife Financial Corporation Common Stock,18.93,36774127080,Canada,NA,Advertising
MFD,Macquarie First Trust Global Common Stock,9.63,82311866,United States,2004,Trusts Except Educational Religious and Charitable
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),2.57,32570252500,Japan,NA,Major Banks
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,5.43,1822606911,,2017,Computer Software: Prepackaged Software
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,14.34,543431623,United States,1997,Finance Companies
MFM,MFS Municipal Income Trust Common Stock,6.86,282547149,United States,1986,Finance Companies
MFV,MFS Special Value Trust Common Stock,6.82,49508999,United States,NA,Trusts Except Educational Religious and Charitable
MG,Mistras Group Inc Common Stock,7.61,224177229,United States,2009,Diversified Manufacture
MGA,Magna International Inc. Common Stock,79.88,24024147723,Canada,NA,Auto Parts:O.E.M.
MGF,MFS Government Markets Income Trust Common Stock,4.24,138165870,United States,1987,Trusts Except Educational Religious and Charitable
MGM,MGM Resorts International Common Stock,44.49,20864023415,United States,NA,Hotels/Resorts
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,40.49,6343197169,United States,2016,Real Estate Investment Trusts
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,26.86,0,United States,2019,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,26.15,0,United States,2020,Investment Managers
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,24.67,0,United States,2021,Investment Managers
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,23.89,297270270,United States,2005,Trusts Except Educational Religious and Charitable
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,19.4,3526951040,United States,2017,Oil & Gas Production
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),11,NA,Bermuda,NA,
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,12.21,NA,Bermuda,NA,
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,12.215,NA,Bermuda,NA,
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,16.84,898528310,United States,1997,Trusts Except Educational Religious and Charitable
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,7.98,172630813,United States,1988,Finance/Investors Services
MHI,Pioneer Municipal High Income Fund Inc.,12.12,275988750,United States,2003,Investment Managers
MHK,Mohawk Industries Inc. Common Stock,176.66,11965601014,United States,NA,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,21.29,0,Bermuda,2016,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,14.3,445187929,United States,1997,Finance Companies
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,22.97,0,Bermuda,2013,Property-Casualty Insurers
MHO,M/I Homes Inc. Common Stock,61.92,1801849090,United States,1993,Homebuilding
MIC,Macquarie Infrastructure Holdings LLC Common Unit,3.65,320922341,United States,2004,Aerospace
MIN,MFS Intermediate Income Trust Common Stock,3.565,413402936,United States,1988,Trusts Except Educational Religious and Charitable
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,18.3,0,,2021,
MIR,Mirion Technologies Inc. Class A Common Stock,10.5,2184880236,United States,2020,Industrial Machinery/Components
MIT,Mason Industrial Technology Inc. Class A Common Stock,9.73,608125000,,2021,
MITT,AG Mortgage Investment Trust Inc. Common Stock,10.51,240232462,United States,2011,Real Estate Investment Trusts
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,25.05,NA,United States,NA,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,24.54,NA,United States,NA,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,24.6468,NA,United States,NA,
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,12,291088608,South Africa,2013,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,15.16,447364551,United States,1992,Finance Companies
MKC,McCormick & Company Incorporated Common Stock,95.62,25560908338,United States,NA,Farming/Seeds/Milling
MKFG,Markforged Holding Corporation Common Stock,5.34,992444762,United States,2020,Retail: Computer Software & Peripheral Equipment
MKL,Markel Corporation Common Stock,1239.64,16943706951,United States,1986,Property-Casualty Insurers
ML,MoneyLion Inc. Class A Common Stock,3.51,805137401,United States,2020,Retail: Computer Software & Peripheral Equipment
MLI,Mueller Industries Inc. Common Stock,60.07,3446018210,United States,NA,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,441.72,27555328893,United States,1994,Building Materials
MLNK,MeridianLink Inc. Common Stock,20.81,1674775794,,2021,
MLP,Maui Land & Pineapple Company Inc. Common Stock,10.03,194961064,United States,NA,Real Estate
MLR,Miller Industries Inc. Common Stock,32.9,375412951,United States,NA,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc. Common Stock,173.89,87796255368,United States,NA,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,21.5,597382123,United States,2012,Investment Managers
MMI,Marcus & Millichap Inc. Common Stock,51.65,2048838151,,2013,Real Estate
MMM,3M Company Common Stock,178.41,102809262583,United States,NA,
MMP,Magellan Midstream Partners L.P. Limited Partnership,44.74,9549539948,United States,NA,Oil & Gas Production
MMS,Maximus Inc. Common Stock,80.73,5001567975,United States,1997,Business Services
MMT,MFS Multimarket Income Trust Common Stock,6.48,390929121,United States,1987,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,13.05,565950456,United States,1992,Investment Managers
MN,Manning & Napier Inc. Class A Common Stock,7.96,146985810,United States,2011,Investment Managers
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,15.46,150256714,United States,1993,Trusts Except Educational Religious and Charitable
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,21.04,2072153477,United States,NA,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,25.184,NA,United States,NA,
MNRL,Brigham Minerals Inc. Class A Common Stock,21.1,1000677396,,2019,Oil & Gas Production
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,9.32,2855569600,China,2020,Department/Specialty Retail Stores
MO,Altria Group Inc.,47.4,87073270163,United States,NA,Farming/Seeds/Milling
MOD,Modine Manufacturing Company Common Stock,9.96,516461886,United States,NA,Auto Parts:O.E.M.
MODN,Model N Inc. Common Stock,30.17,1087991264,United States,2013,EDP Services
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),0.37,37006429,,2018,Business Services
MOH,Molina Healthcare Inc Common Stock,324.88,18972992000,United States,2003,Medical Specialities
MOS,Mosaic Company (The) Common Stock,39.96,14801600703,United States,NA,Agricultural Chemicals
MOTV,Motive Capital Corp Class A Ordinary Shares,9.89,511807500,,2021,Business Services
MOV,Movado Group Inc. Common Stock,42.01,962633314,United States,NA,Consumer Specialties
MP,MP Materials Corp. Common Stock,44.56,7926169933,,2020,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,16.74,222756636,United States,1992,Finance Companies
MPC,Marathon Petroleum Corporation Common Stock,63.95,39366832200,United States,NA,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,4.22,2693525965,,2020,Medical Specialities
MPLX,MPLX LP Common Units Representing Limited Partner Interests,29.14,29718826411,United States,2012,Oil & Gas Production
MPV,Barings Participation Investors Common Stock,14.72,156057024,United States,1988,Finance Companies
MPW,Medical Properties Trust Inc. common stock,23.35,13923605000,United States,2005,Real Estate Investment Trusts
MPX,Marine Products Corporation Common Stock,12.57,427280119,United States,NA,Recreational Products/Toys
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,14.43,325608405,United States,1992,Investment Managers
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,15.96,1168092626,United States,1992,Investment Managers
MRC,MRC Global Inc. Common Stock,6.93,572877126,United States,2012,Fluid Controls
MRK,Merck & Company Inc. Common Stock (new),76.95,194371385875,United States,NA,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,16.57,12900356383,United States,NA,Oil & Gas Production
MS,Morgan Stanley Common Stock,98.73,177162292218,United States,NA,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,25.21,NA,United States,NA,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,28.06,NA,United States,NA,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,28.185,NA,United States,NA,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),28.54,NA,United States,NA,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,29.45,NA,United States,NA,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,26.59,NA,United States,NA,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,25.25,NA,United States,NA,
MSA,MSA Safety Incorporated Common Stock,152.15,5965407584,United States,NA,Diversified Manufacture
MSB,Mesabi Trust Common Stock,25.78,338233858,United States,NA,Steel/Iron Ore
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,5.84,540714942,,2018,Hotels/Resorts
MSCI,MSCI Inc Common Stock,614.79,50687415300,United States,NA,Advertising
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,8.91,181645675,United States,1993,Trusts Except Educational Religious and Charitable
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,67.28,2300419662,,2020,Movies/Entertainment
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),173.02,4190222756,United States,2015,Hotels/Resorts
MSI,Motorola Solutions Inc. Common Stock,272.73,46063411902,United States,NA,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,85.14,4750020028,United States,1995,Industrial Machinery/Components
MSP,Datto Holding Corp. Common Stock,26.55,4329600788,United States,2020,Computer Software: Prepackaged Software
MT,Arcelor Mittal NY Registry Shares NEW,32.43,30013393616,Luxembourg,NA,Steel/Iron Ore
MTAL,Metals Acquisition Corp Class A Ordinary Shares,9.69,321160273,,2021,
MTB,M&T Bank Corporation Common Stock,154.1,19830291775,United States,NA,Major Banks
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,76,0,Luxembourg,2020,Steel/Iron Ore
MTD,Mettler-Toledo International Inc. Common Stock,1701.99,39121354953,Switzerland,1997,Medical Specialities
MTDR,Matador Resources Company Common Stock,38.01,4459926080,United States,2012,Oil & Gas Production
MTG,MGIC Investment Corporation Common Stock,14.45,4704669798,United States,1991,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,120.63,4500841009,United States,NA,Homebuilding
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),3.19,866935199,Russia,2004,Steel/Iron Ore
